City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
286,Wewak,PG,2021-11-18 01:08:31,-3.5534,143.6268,85.57,68,88,3.42
287,Parasia,IN,2021-11-18 01:08:31,22.2,78.7667,64.36,68,100,3.4
288,Lishui,CN,2021-11-18 01:08:31,28.4604,119.9103,57.34,92,100,1.48
289,Yeppoon,AU,2021-11-18 01:08:31,-23.1333,150.7333,78.58,66,37,15.61
290,Anrochte,DE,2021-11-18 01:08:32,51.5667,8.3333,44.44,98,100,7.78
291,Luklukan,PH,2021-11-18 01:08:32,14.3254,122.7124,82.36,80,97,9.64
292,Geraldton,AU,2021-11-18 01:08:32,-28.7667,114.6,73.81,56,40,12.66
293,Hambantota,LK,2021-11-18 01:04:49,6.1241,81.1185,75.54,100,40,0.0
294,Sibolga,ID,2021-11-18 01:08:32,1.7427,98.7792,79.14,74,82,1.63
295,Kavaratti,IN,2021-11-18 01:08:33,10.5669,72.642,79.81,83,98,11.56
